Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"253,669409666208",74,"30365,4707179829","29638,1272389043","29486,4002352698","29723,6268748259","31412,1531878916","28619,950883439","30183,6430449782","30883,0909511098","32533,136535906","27995,4084016987","31779,2000000001","28389,8171154546","29860,273815082","30640,7379632516","31466,2768979651","30381,451195699","28576,5906666853","30449,9031164636","33959,7899286078","36658,05","31065,122671055","40355,9000000001","34906,9382928918","28965,068224822","31254,9201433458","32333,2622931679","29292,1758040105","28411,5402497257","29643,4587287751","37835,0572204654","40781,7500000002","37998,5138854653"
,"440,438045162585",73,"13932,6977897759","11884,5408037251","12061,8057808177","11356,1061163572","6820,05059383963","5449,0957715664","4672,65601632917","7396,41465466109","9771,67095581324","14029,3997795679","357,705406325132","8912,14680474803","11786,4120951464","2187,31686701137","7030,3810732568","6696,31963923242","14789,7478507243","8953,09445586006","7493,33490131931","6183,49999999999","26303,3930614926","2656,65000000001","12250,1424311856","5262,29338286912","9055,54836588002","11886,830970558","6984,81840412502","7969,6486290903","7263,11420463327","7693,13462696874","11802,25","18610,6209990283"
,"353,957253970384",174,"28137,3499999999","28253,8499999999","27089,65","27138,2","29891,65",27491,"30343,3","31409,65","33527,15","25931,3","52,2862428879969","28687,55","1643,95","31060,9999999998","31281,3","33225,0500000001","30870,5499999999","34591,9999999998","34091,1","84,004677667097","35063,3499999998","37,7842655226051","35161,75","34112,5500000001","37426,3500000001","36148,2999999999","35678,7000000001","33876,4499999998","35578,7000000002","44928,05","43,8307243333793","42361,5499999998"
,"290,849459935995",131,"20274,5066962509","11133,3351482862","10880,3209098078","8308,46084152168","97,1620777535161","230,456410215415","284,717233221086","808,949999999999","404,32870905664","12347,4617187408","231,259243596121","530,380960788358","200,253953182837","946,767671753724","114,8816201919","938,286200741221","8427,2126342848","454,207741062984","984,7526177708","390,486365533764","41258,7274375405","117,277694812215","435,690061833014","813,686166301511","949,823511852469","8195,17442817543","1483,8","1000,64999999999","80,4626562715919","280,186737915066","343,478901729789","44467,7479244172"
,"316,956313608643",74,"29975,7","30120,4","29906,7000000001","28799,7","30407,9","26940,75","30177,4","30299,8999999999","32189,3000000001","27171,9","28091,9000000001","28655,2999999998","29229,05","28292,15","28170,4500000001","30860,9","28540,0500000001","31183,5000000001","31123,4999999999","33710,5499999999","32561,8999999998","36306,2499999999","34840,8000000001","28933,2000000001","29919,6999999998","30472,55","29301,6","27689,5499999998","29220,35","39855,85","38153,2500000002","36081,5500000001"
,"687,016084527292",73,"17024,1104075347","15696,4610831309","14591,8689196621","19211,2158558647","11356,4421174035","13127,3030262384","16197,3305596638","13395,2967667144","15322,608771821","18621,6035532516","9466,40000000006","15975,0326464926","14646,7124106407","13187,179908025","14068,9584313354","14887,464779903","22396,5023581689","20636,9965258023","14866,474089615","11794,8","37494,0499999999","5473,59999999998","21020,1520730522","14590,4814155673","16804,9847352169","20384,5962177419","15146,1875914564","17044,8924791565","17584,7500000001","19642,2803466966","12014,5499999998","25053,5587363783"
,"376,279447077019",74,"25821,8499999999","26170,1999999999","26040,75","24928,25","24854,0999999999","22564,5499999999","25779,5","26589,45","27129,35","23377,7499999999","23558,0999999999","24070,55","24580,95","24206,65","23236,0499999999","26932,4999999999","24771,85","26426,95","25775,95","28734,5","28651,0500000001","30256,7000000001","29582,65","25065,35","26737,85","25868,4","25338,85","24984,35","25888,1000000002","34151,7000000001","32991,6500000001","30915,5999999999"
,"392,868277732156",73,"6346,54733701221","7239,4057470865","6712,81804418506","5061,78522106848","5119,21293586177","2638,6143339721","3761,43759386713","9213,38468268723","4932,82380000268","4002,73214742447","21883,4","6219,28561560415","26749,0499999999","3946,48253056094","5807,576716553","6502,60506328133","6116,11866502475","7080,30568215434","6839,3451630634","28972,3999999999","11395,0424308619","28173,9999999999","5992,20354337378","8331,81910499204","10761,2128600668","3886,10596995183","9541,10082639372","7460,58310674008","6428,05728508031","7322,40285268789","32124,0999999999","6966,64757250529"
,"942,151253310683",73,"8549,54329204711","40064,3999999999","37430,1","23410,9525709094","3436,11852377123","5064,98258901262","7785,68648974812","25712,6500000002","25673,3033199244","23322,4676478886","122,472507584129","17858,3007604943","24535,2500000002","6795,01686709273","4492,91754908744","4599,514046688","21301,4310213462","42907,5499999997","8037,11729613354","433,972477150665","25251,2576211146","215,30628536622","18601,0140044491","28384,7500000001","23228,4137493753","18465,9871920347","21947,8999999998","20181,7067190662","25991,1999999998","7944,55356238274","544,364061908066","23085,5117069886"
,"570,383053509394",345,"14872,3","6210,90000000006",11878,"11904,6000000001","12359,6","18135,6000000001","9260,04999999991","29579,4000000002","12715,95","11220,7999999999","94,9751388849487","10862,6","8259,75","10862,4000000001","11442,7500000001","16680,8499999998","11899,5499999999","23707,6500000002","6924,50000000006","67,7542081508358","14860,45","52,594114028837","11596,4499999999","15160,1500000001","34440,5999999997","13040,5500000001","23295,0999999998","30571,4000000002","7296,95000000005","16024,6500000001","171,37651986282","14695,3999999999"
,"616,632090829397",73,"44678,2041329542","29109,8223156301","51721,2119358971","24464,3742326673","37510,4602186972","27141,2204467078","38733,5443130339","32821,9596404243","19938,6694508217","28562,7955462055","338,568389182862","15082,8818766175","16270,8476863037","35693,2030951092","35404,7335921674","49357,6110310826","25295,7216587605","38148,8155087229","36648,3328396794","5106,50000000002","54378,5464453587","2692,2","26638,1464895878","15282,8499316428","49207,5339218881","21956,0312540057","45398,352781933","31746,0108039293","28024,1256308053","61951,9078566617","8729,8","30621,7047004608"
,"858,871467772177",73,"52215,758970858","5755,83929160958","6095,84068646433","5073,6473055063","12618,4548783996","35752,8556827636","6037,3699658347","7251,5263871658","7808,55570152309","7158,15995999107","115,391705553465","6305,07772729063","1987,1016117727","13518,743004478","26894,8834712226","27486,4210100718","6370,09146895561","10283,5093966996","17612,6551576579","2707,75000000001","7637,37676213436","910,65","2910,28159128371","6003,41545268653","4643,54728009169","17486,7264062409","7246,77107043828","848,302905257014","1691,81511201634","399,206118465993","4502,79999999994","8947,24280118469"
,"481,866299973711",74,"20744,05","20887,5","21289,2999999999","19650,0000000001","19831,7500000001","17876,8000000001","21077,4499999999","20919,2499999999","21730,8","19231,3","18709,8499999999","20073,05","19834,2499999999","20037,4499999999","19109,5","22504,1","20814,8000000001","21956,3499999999","20842,5500000001","23417,3500000001","24065,2999999999","24093,0000000001","23958,8","20624,65","22185,4999999999","21676,3","21831,2999999999","20363,6000000001","21546,45","27277,7999999998",27105,"24180,45"
,"181,537317500701",73,"14008,0049368075","10674,5549544338","28043,9","7532,18781449737","14465,5011800947","9738,62536617748","13609,7248454996","14551,5227964297","6251,60256778151","8352,02457641491","939,799999999997","3979,68695674186","5764,7033763817","2684,16255028118","4633,8911665126","20132,5089633212","4129,67571091411","3524,64480555987","2879,6871800567","1368,7","5712,79217963042","741,950000000003","2833,72603277244","4838,95723275035","15541,5023447902","3411,44825312042","8391,41947624691","8445,68263586398","1279,94229490668","21051,9238486514","2302,05","4034,81311553372"
,"539,562876246718",58,"2687,60279782903","4103,59943477094","7339,34550631718","6862,27335619227","4697,95288878154","1882,66868684005","4507,66173500284","4607,11025638357","8571,63902163426","6218,06665688928","387,184670276954","8225,11258461582","2526,78388812085","5729,75551125795","8007,18682815927","5940,62170417389","6776,22481015433","7097,855379256","7270,59426302249","743,6","6625,12965008081","496,745600060852","8159,24537231281","6823,57388461464","8796,13928846937","6550,47963254755","7938,99248651131","3806,33507085874","5436,80495037564","12999,9663992955","396,879940261794","5643,47472962503"
,"523,656506055815",73,"12443,4926280903","7569,03172706304","7724,35585583757","10511,6297747462","17372,9204492739","15689,8066040858","18735,4355182624","23617,7301480095","11114,8066639482","10271,0461777933","117,562300424631","10115,8702740001","8515,29101091646","14030,1376939343","13817,3172786085","10274,6651311519","12098,0140234538","14950,3177125287","19324,1779726395","204,212577817668","12063,5159175448","288,973777286608","10892,8073246849","13677,5776689165","26215,1886044415","8403,00641517327","30452,1999999999","31981,3499999999","7996,67593915875","24847,0433599091","274,510119471152","12147,2971684759"
,"298,977889211063",73,"24571,4276848668","18293,0482586583","20690,0569975551","16281,3181959497","26890,3728532611","25486,698421065","22548,3408305729","12582,2414740908","19523,4703386671","16400,1380145167","178,902207892629","15426,2652043736","16312,6","28720,0881658195","15927,8075617527","18647,7835195876","16537,76422061","26831,7","28884,8661835926","591,039703461533","24493,6990163944","235,027540532384","18931,008087677","8591,42905693787","12471,7780185348","18189,4076437955","13769,8514232719","12596,7472625117","10496,2639743015","33875,2766056944","715,653887142884","26202,3696900411"
,"1090,3657636044",73,"20388,2273897184","32806,8","34503,6999999996","24387,6500000002","12616,0430933714","12393,4198657802","26802,1597652665","19333,3749611551","25575,1500000002","23171,4000000002","133,598222973192","19327,2840858993","17881,1500000004","27493,1963218751","17403,8067168576","13296,1185157307","21124,0733546868","27739,1000000004","31373,4000000006","2018,05000000002","26235,5076800092","81,8424497850269","21669,4111412389","22592,0999999999","18348,2920913413","25970,0993168804","23453,8999999994","18825,9766617927","19218,15","26891,2029722498","1516,60000000002","24791,4426845923"
,"313,37201694255",158,"10559,2000000001","8281,80000000004","8935,74999999999","8045,49999999999","16308,2499999999","13704,3","11566,5000000001","3821,35000000002",10869,"7675,34999999997","67,6500347472979","8325,04999999997","8613,90000000003","14756,1","10642,95","10300,5","9085,64999999997","16506,4500000001","15476,7499999999","104,032761370485","10199,7","96,8","10405,45","4503,14999999999","6895,55000000003","11833,05","5789,24999999998","4620,29999999997","6005,34999999999","24944,25","139,169108444674","13644,5"
,"873,758630497633",73,"11524,2823233049","18707,3157936068","24649,2499999998","15050,0954876573","9967,44322972008","12160,9457371297","11656,5947420815","19131,8124413425","14183,7163532585","14969,286435249","139,890726404317","8449,40903923905","15525,6729776615","8281,29769830904","8625,39553050958","7647,78072467133","10864,600148634","21203,1250712689","9697,24328785018","3655,05573595124","11864,1365188956","2857,58895818067","11342,1217768493","10229,4109337337","20206,6882802139","11054,567376602","22314,7","14778,2439382984","12173,7329246051","13168,3765869125","3892,73157363633","12660,7152394765"
,"924,976166699221",73,"12300,4598431449","29404,7","27007,2000000003","10515,5317794927","9566,01022327132","7239,64148737202","9976,58900194615","9828,31925549596","9438,18696013636","12369,6252582918","151,39493567653","6569,78577157317","14217,9368507962","6272,98479784577","6086,13634390296","6708,21031220698","11036,5955723848","25330,3595868046","8645,71491661818","1973,38202485227","13758,5818910146","640,414308056903","7773,2896920016","5844,91984144201","8746,00015781099","10097,9733186169","9010,75203268771","8125,17977210067","12653,8438229144","14168,3897060037","2803,45459348352","10731,3939204972"
,"922,59599353214",73,"14013,1102118851","28645,5803246274","27198,939693503","11159,920883468","11193,8590668527","8486,94225199808","12233,7190787682","9951,18931058925","10676,423803066","13194,9290435508","173,288165620581","7392,20973450564","13997,7046063265","8741,46220720063","7869,84234449442","8186,73563843441","12168,1814872439","25259,1723071165","11610,27335023","2004,45","14435,7626862921","641,2189812301","9113,89298241046","5334,72820004055","9074,78635677535","11266,1157834248","8726,91954889434","8080,55324232494","12344,637760821","16168,0206216466","2888,70000000001","12560,5648533852"
,"760,769949869091",73,"31606,3899616728","23390,1097034567","27440,9675837647","29086,7981205707","18284,2543294462","19474,7979558507","24784,9097128888","39817,35","27251,449835147","27868,4840113031","5677,03540517538","26189,532928825","22328,3999999999","24538,9356646844","22867,6189701891","25298,3773231507","30515,4037225484","29756,73113593","29299,9042653219","5769,90496631608","40390,9000000001","5966,75237954921","29700,3884541307","35858,45","44137,0999999999","29892,5096054239","48825,7000000003","39296,4500000005","24834,5","32428,6831701996","10855,8484009966","33869,1402318161"
,"759,504263779929",73,"22355,463375413","18526,8451335275","21045,0206388707","21747,8728027875","12206,1820385938","14012,6830904689","17035,5723406137","34657,0736424646","19832,1871539575","20830,2406235892","5831,09999999998","19973,7263333302","18636,1687348161","16216,3733555521","15827,5393030161","18406,9106630324","22859,756884961","23798,4498704194","19532,2134210591","5699,15000000008","32049,7370052008","6154,24999999998","22874,7370317371","31736,6250610636","38966,0471685864","22653,9738723545","42066,1232001125","35110,5179662257","21019,5526211256","22767,3750019007","10826,9499999999","25831,6816072059"
,"659,564866593841",74,"22193,7067726094","19459,273826133","20255,0387625082","19030,0047898598","19571,1527317055","17813,6879420473","25419,0348219901","18705,3545352709","18568,7565729844","18621,9851797907","12668,05","17471,1564655523","16536,9724912711","18294,5948598426","17686,5571824348","20452,9144491153","19724,5366079697","19268,8933877855","23304,45733232","16193,3499999999","25816,0803987907","16343,1000000001","20536,1585591441","18370,9199518681","18867,0711969493","20431,8970910585","19480,0929896157","19382,6665330374","17578,0431999717","33085,4044716913","19166,9999999998","24228,6266942293"
,"217,240269925721",71,"405,433815928961","1156,8","2462,95","2246,6","3797,2","3203,7","3832,35","5122,89999999999","2969,45","1202,15","19482,7","3305,65000000001","9258,79999999997","5036,89999999998","6617,79999999999","5985,6","2906,2","4845,05","4566,6","2475,95","267,014780448494","17712,8","3238,25","2450,9","3482,75","3312,99999999999","3837,95","4470,19999999999","3634,95","3774,45","4683,75","1043,75"
,"585,084775055494",273,"7202,10000000004","8323,3","8452,85","5401,84999999993","3698,72635071879","4428,46339142902","3305,09999999999","11314,9500000001","4484,09999999998","5761,80000000004","91,6894757685676","3695,65","8609,75000000011","2006,97331031184","2093,81812551445","3637,20072415422","5475,90000000002","9930,79999999997","3124,54999999998","152,599067480863","8485,29999999994","114,1","3990,9125892845","8186,25000000008","19268,1499999997","5319,55000000002","12423,65","13214,8500000001","7037,29999999998","5784,13831193139","222,842426023307","7290,95000000007"
,"507,64161500497",73,"17045,3493978377","9195,48375698059","11159,2184654543","7572,52192205059","8796,69155268133","5864,33372016836","9019,39427262052","8488,63288176255","3121,33961822564","10432,2713128291","286,996124044396","2544,95825557789","2204,31886064413","3943,38920677748","4586,6186974282","4447,14629844271","10661,2273704803","6705,1613213814","7719,35657102674","5478,30000000001","28415,3802422119","2702,35","4399,14006740271","2850,8619245895","6376,61932158513","8903,4379386828","5701,15955798815","7424,79862864608","6284,74784279356","12050,3311906371","10319,35","12961,6334563166"
,"274,455954320801",86,"16100,5499999999","16266,35","16449,35","15882,7000000001","18276,8499999999","17336,1","17190,4500000001","17681,2999999999","19152,5499999999","15119,2999999999","165,958791499103","15908,5000000001","1858,52368037455","18255,1","18265,0500000001","18178,8499999999","16643,2999999999","18723,6","19433,4","77,438165460313","19190,8499999999","81,7801947080016","18967,8500000001","17889,2999999999","19028,3999999999","19031,5000000001","17943,55","17194,6","19130,7","23074,35","159,287314168641","23195,35"
,"541,813376464235",129,"5207,44129292283","5100,43432079114","7944,30325106099","9289,36760770649","7587,35094745904","5345,01178284551","7918,642858943","6583,38103632188","14932,8401680625","8610,00374558793","121,703722624128","9233,35673692298","7854,08543745102","9243,49079693803","7456,06469034433","7865,22075826249","8931,70373222148","12850,6144178221","7747,96389796502","2025,15","8761,82035203266","905,700000000003","12910,6062686791","10399,554704602","19389,177746622","10305,1464210372","11284,1166950467","8052,80592882355","8448,13033112697","17489,5411923813","2424,05000000002","10001,3425328819"
,"1016,73804411062",217,"4246,33161093992","9542,79999999997","12983,5999999999","9130,00000000009","12788,65","7215,05","9003,54999999989","7108,05","10151,7","10013,55","94,4647130921629","7624,20000000002","6280,70000000002","2765,63497051834","8391,95000000005","4251,47127239813","11267,9500000001","15417,3499999999","4016,93497571946","155,100000000001","10434,25","106,760457858572","9147,69999999997","1954,01616661205","3698,03392128016","10499,5","3402,81182656877","1743,37501103484","5379,00000000005","28158,3499999999","1047,75000000001","12199,6"
,"189,891922468584",140,"5610,69999999998",17436,"7519,10000000001","4635,54999999999","6179,7","7601,14999999999","6078,85000000001",5632,"1390,4","5566,8","110,80037128554","830,550000000001","872,949999999999","1903,05","2888,25","2794,5","4858,05000000001","2732,95","6061,99999999999","89,2526211627735","10937,9","98,1972450659264","970,750000000002","1747,45","2567,94999999999","5780,35","3060,5","4509,85","2111,75","6319,40000000002","207,553420932286","13188,85"
